restaurant_name,cuisine,rating,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers,avg_rating_by_cuisine,value_index,price_band,demand_index,rating_band,offer_tier,reliable_rating
Burger King,"Burgers, American",4.2,"DEAL OF DAY
60% OFF UPTO ₹120
USE STEALDEALABOVE ₹189, Free Medium Fries
NO CODE REQUIREDABOVE ₹549, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,350.0,10000.0,Burgers,0,3,4.06969696969697,1.2,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Pizza Hut,Pizzas,3.9,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,350.0,5000.0,Pizzas,0,2,3.95,1.1143,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
Theobroma,"Desserts, Bakery",4.6,"40% OFF UPTO ₹80
USE SPECIALSON SELECT ITEMS, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Nagar,No,Bangalore,400.0,1000.0,Desserts,0,2,4.173720136518772,1.15,Premium (Rs300-500),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Starbucks Coffee,"Beverages, Cafe",4.2,"40% OFF UPTO ₹80
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basaveshwaranagar,No,Bangalore,400.0,100.0,Beverages,0,3,4.054568527918781,1.05,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
KFC,"Burgers, Biryani",4.2,No Offer,Basavanagudi,No,Bangalore,400.0,10000.0,Burgers,0,0,4.06969696969697,1.05,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),No Offers,1
McDonald'S,"Burgers, Beverages",4.4,"20% OFF UPTO ₹50
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavangudi,No,Bangalore,400.0,1000.0,Burgers,0,3,4.06969696969697,1.1,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Domino'S Pizza,"Pizzas, Italian",4.0,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,400.0,1000.0,Pizzas,0,3,3.95,1.0,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),High (3+),1
Bakingo,"Bakery, Desserts",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",6Th Main Road,No,Bangalore,299.0,1000.0,Bakery,0,1,4.052369668246445,1.505,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Lavonne,"Bakery, Desserts",4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",St. Marks Road,No,Bangalore,750.0,1000.0,Bakery,0,1,4.052369668246445,0.6133,Luxury (Rs500+),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Vidyarthi Bhavan,South Indian,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,150.0,10000.0,South Indian,0,1,4.09877408056042,3.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Chaayos Chai+Snacks=Relax,"Bakery, Beverages",4.2,"60% OFF UPTO ₹120
USE SPECIALSON SELECT ITEMS, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹200 OFF
USE FLAT200ABOVE ₹799",Magadi Road,No,Bangalore,250.0,100.0,Bakery,0,4,4.052369668246445,1.68,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Hari Super Sandwich (3rd Block),"Chaat, Snacks",4.2,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,100.0,10000.0,Chaat,0,4,4.076923076923077,4.2,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Puliyogare Point,South Indian,4.6,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹750, SAVE BIG
10% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,150.0,10000.0,South Indian,1,4,4.09877408056042,3.0667,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),High (3+),1
Szechuan Dragon,"Chinese, Thai",4.2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hanumanthanagar,No,Bangalore,500.0,10000.0,Chinese,0,5,3.9882028665931646,0.84,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Cafe Amudham,"South Indian, Snacks",4.6,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,400.0,1000.0,South Indian,1,3,4.09877408056042,1.15,Premium (Rs300-500),1166.0867678958784,Excellent (4.5+),High (3+),1
Ayodhya Upachar,"South Indian, North Indian",4.4,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, Free Kesari Bath
NO CODE REQUIREDABOVE ₹400, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,Yes,Bangalore,200.0,10000.0,South Indian,1,5,4.09877408056042,2.2,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Richie Rich,"Desserts, Snacks",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Race Course Road,Yes,Bangalore,500.0,10000.0,Desserts,1,1,4.173720136518772,0.9,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Pathaan Sir,"Snacks, Fast Food",3.6,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,200.0,20.0,Snacks,0,4,4.017559523809524,1.8,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Sri Vishnu Grand,"South Indian, North Indian",4.3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,Yes,Bangalore,200.0,100.0,South Indian,1,4,4.09877408056042,2.15,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Roti Ghar,"Chinese, South Indian",4.3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,10000.0,Chinese,1,3,3.9882028665931646,1.075,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
By 2 Coffee,South Indian,4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chamarajpet,Yes,Bangalore,100.0,1000.0,South Indian,1,1,4.09877408056042,4.6,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Sri Venkateshwara Sweet Meat Stall,"Snacks, Sweets",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,300.0,1000.0,Snacks,1,1,4.017559523809524,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Karnataka Bhel House,Chaat,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,100.0,5000.0,Chaat,1,1,4.076923076923077,4.5,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Hotel Dwarka,South Indian,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,10000.0,South Indian,1,1,4.09877408056042,2.25,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
New Udupi Upahar,"North Indian, South Indian",4.6,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Central Bangalore,Yes,Bangalore,300.0,100.0,North Indian,1,2,4.0570346320346315,1.5333,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Sandwich Guru,"Snacks, Beverages",4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299",Basavanagudi,Yes,Bangalore,99.0,1000.0,Snacks,1,5,4.017559523809524,4.3434,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Old Madras Baking Company,"Bakery, Desserts",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",St. Marks Road,No,Bangalore,450.0,100.0,Bakery,0,1,4.052369668246445,1.0,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
IDC Kitchen,"South Indian, North Indian",4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sampangirama Nagar,Yes,Bangalore,150.0,5000.0,South Indian,1,1,4.09877408056042,3.0667,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Bombay Vadapav Corner,North Indian,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,100.0,1000.0,North Indian,1,1,4.0570346320346315,4.5,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Gullu'S Chaat,"Chaat, Snacks",4.1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,Yes,Bangalore,250.0,10000.0,Chaat,1,1,4.076923076923077,1.64,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Indraprastha Vegetarian,"South Indian, North Indian",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,300.0,10000.0,South Indian,1,1,4.09877408056042,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Andhra Ruchulu,"Andhra, Chinese",4.5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, Free Payasam
NO CODE REQUIREDABOVE ₹599, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,600.0,100.0,Andhra,0,4,3.9108108108108106,0.75,Luxury (Rs500+),1166.0867678958784,Good (4.0-4.5),High (3+),1
Kamat Hotel,South Indian,4.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,20.0,South Indian,1,1,4.09877408056042,2.2,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
LJ Iyengar Bakery,Bakery,4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,150.0,100.0,Bakery,0,1,4.052369668246445,2.8,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Sreeraj Lassi Bar 1973S,"Desserts, Juices",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,Yes,Bangalore,250.0,500.0,Desserts,1,1,4.173720136518772,1.72,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Hari Super Sandwich,Fast Food,4.1,"60% OFF UPTO ₹115
USE TRYNEWABOVE ₹179, Free Pani Puri
NO CODE REQUIREDABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,100.0,10000.0,Fast Food,1,5,3.94530612244898,4.1,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Firangi Falooda,"Desserts, Beverages",3.8,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,250.0,20.0,Desserts,1,3,4.173720136518772,1.52,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Rolls Kitchen,Fast Food,4.4,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shanti Nagar,No,Bangalore,200.0,10000.0,Fast Food,0,3,3.94530612244898,2.2,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Chinese Square,"Chinese, Beverages",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,150.0,500.0,Chinese,1,1,3.9882028665931646,2.8,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Udupi Grand,"Chinese, North Indian",4.5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,500.0,1000.0,Chinese,1,2,3.9882028665931646,0.9,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Asha Sweet Center - Since 1951,"Sweets, Snacks",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,250.0,1000.0,Sweets,1,1,4.2801282051282055,1.8,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Sangam Sweets,"North Indian, Desserts",4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,Yes,Bangalore,100.0,1000.0,North Indian,1,1,4.0570346320346315,4.6,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),Low (1-2),1
"Faasos - Wraps, Rolls & Shawarma","Kebabs, Fast Food",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,200.0,1000.0,Kebabs,0,1,4.017241379310345,2.15,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
A2B - Adyar Ananda Bhavan,"South Indian, North Indian",4.5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,300.0,10000.0,South Indian,1,4,4.09877408056042,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Chaatimes,"Chaat, Beverages",4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hanumanthanagar,Yes,Bangalore,150.0,10000.0,Chaat,1,5,4.076923076923077,2.8667,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Paakashala,Indian,4.4,"50% OFF UPTO ₹95
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,500.0,100.0,Indian,1,4,3.951452282157676,0.88,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
India Sweet House,"Sweets, Street Food",,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,,Sweets,1,4,4.2801282051282055,,Mid (Rs150-300),1166.0867678958784,,High (3+),0
Trattoria By Toscano,"Italian, Pizzas",4.3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, SAVE BIG
20% OFF UPTO ₹125
USE JUMBOABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,900.0,500.0,Italian,0,4,4.0,0.4778,Luxury (Rs500+),1166.0867678958784,Good (4.0-4.5),High (3+),1
Kulfi Shulfi (Bombay Kulfis),"North Indian, Desserts",4.7,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479",Basavanagudi,Yes,Bangalore,100.0,1000.0,North Indian,1,5,4.0570346320346315,4.7,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),High (3+),1
Natraj Chole Bhature,"Indian, Chaat",4.3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,299.0,5000.0,Indian,1,4,3.951452282157676,1.4381,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Wendy'S,"Burgers, American",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Residency Road,No,Bangalore,200.0,1000.0,Burgers,0,1,4.06969696969697,2.1,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Juice Junction,"Beverages, Juices",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Wilson Garden,Yes,Bangalore,150.0,1000.0,Beverages,1,1,4.054568527918781,3.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Five Star Chicken,Burgers,4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,No,Bangalore,200.0,20.0,Burgers,0,1,4.06969696969697,2.3,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Shree Mahalakshmi Sweets,"Sweets, Snacks",4.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,500.0,Sweets,1,2,4.2801282051282055,2.15,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
NOTO - Ice Creams & Desserts,"Ice Cream, Desserts",4.3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, Free Aam Ras Gelato Ice Cream [100 Ml]
NO CODE REQUIREDABOVE ₹399, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,250.0,100.0,Ice Cream,1,4,4.292817679558011,1.72,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
New Shanti Sagar,"South Indian, Chinese",4.3,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,200.0,10000.0,South Indian,1,3,4.09877408056042,2.15,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Popeyes,"American, Burgers",4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹550, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandra Layout,No,Bangalore,500.0,500.0,American,0,3,4.074666666666667,0.86,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
GLOBO Ice Creams Of The World,"Ice Cream, Desserts",4.0,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,150.0,10.0,Ice Cream,0,3,4.292817679558011,2.6667,Budget (<Rs150),1166.0867678958784,Average (3.5-4.0),High (3+),1
Tea Time,"Beverages, Snacks",,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,,Beverages,1,1,4.054568527918781,,Mid (Rs150-300),1166.0867678958784,,Low (1-2),0
Sri Udupi Food Hub,"South Indian, North Indian",4.3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, Free Jamun(1pc)
NO CODE REQUIREDABOVE ₹340, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhi Nagar,Yes,Bangalore,200.0,500.0,South Indian,1,5,4.09877408056042,2.15,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Nandhini Deluxe,"Andhra, Chinese",4.3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,550.0,10000.0,Andhra,0,4,3.9108108108108106,0.7818,Luxury (Rs500+),1166.0867678958784,Good (4.0-4.5),High (3+),1
Chaat Ka Chaska,"Chaat, Fast Food",3.9,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,20.0,Chaat,1,1,4.076923076923077,0.975,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
Subway,"Salads, Snacks",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, 20% OFF UPTO ₹60
USE JUMBOABOVE ₹249",Basavanagudi,No,Bangalore,350.0,10000.0,Salads,0,2,4.176923076923076,1.2,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Udupi Aatithya,"South Indian, Beverages",4.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,500.0,100.0,South Indian,1,1,4.09877408056042,0.88,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
California Burrito,"Mexican, American",4.6,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,250.0,1000.0,Mexican,0,2,4.236363636363636,1.84,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Sorbetto - Ice Creams,"Ice Cream, Desserts",4.4,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vasanth Nagar,Yes,Bangalore,250.0,50.0,Ice Cream,1,3,4.292817679558011,1.76,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
K C Das,"Bakery, Sweets",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,100.0,100.0,Bakery,1,1,4.052369668246445,4.3,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Donne Biryani House,"Biryani, South Indian",4.2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,No,Bangalore,300.0,5000.0,Biryani,0,4,3.829276895943562,1.4,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Third Wave Coffee,"Beverages, Bakery",4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Nagar,No,Bangalore,400.0,500.0,Beverages,0,3,4.054568527918781,1.075,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Pure Veg Meals By Lunchbox,"Biryani, North Indian",4.0,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,Yes,Bangalore,200.0,20.0,Biryani,1,2,3.829276895943562,2.0,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
Faasos' Signature Wraps & Rolls,"Fast Food, Snacks",4.4,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,350.0,10.0,Fast Food,0,2,3.94530612244898,1.2571,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Punjabi Dhaba,Punjabi,4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,No,Bangalore,350.0,100.0,Punjabi,0,1,3.859375,1.2286,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
